year,pid,age,sex,marstat,educ,inctot,k6sum,outcome,label_outcome,label_sex,label_education
2021,101,46,2,50,113,53981,0,0,No,Female,Grade 9
2021,101,66,1,10,201,22500,0,0,No,Male,High school graduate
2021,102,68,2,10,201,18480,1,0,No,Female,High school graduate
2021,101,72,2,30,400,18080,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,58,2,50,201,11860,0,0,No,Female,High school graduate
2021,101,53,2,10,301,30600,6,0,No,Female,"Some college, no degree"
2021,101,57,2,50,501,120000,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,66,2,10,503,75685,1,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,71,1,10,503,137820,1,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,102,31,2,50,400,30260,5,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,77,1,10,301,35875,0,0,No,Male,"Some college, no degree"
2021,102,75,2,10,201,35875,0,0,No,Female,High school graduate
2021,101,71,1,30,201,39954,1,0,No,Male,High school graduate
2021,102,48,2,50,201,9408,15,1,Yes,Female,High school graduate
2021,101,39,2,50,201,25000,13,1,Yes,Female,High school graduate
2021,101,77,2,30,201,27000,0,0,No,Female,High school graduate
2021,101,63,2,50,301,22800,1,0,No,Female,"Some college, no degree"
2021,101,83,2,20,301,38517,6,0,No,Female,"Some college, no degree"
2021,101,63,2,10,201,4200,5,0,No,Female,High school graduate
2021,102,63,1,10,201,44200,0,0,No,Male,High school graduate
2021,104,74,2,40,301,7956,20,1,Yes,Female,"Some college, no degree"
2021,101,36,2,10,400,116842,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,30,1,10,504,53839,1,0,No,Male,Other degree
2021,101,70,1,10,201,26512,7,0,No,Male,High school graduate
2021,102,69,2,10,201,21512,16,1,Yes,Female,High school graduate
2021,101,67,1,10,501,78317,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,61,2,10,504,205404,0,0,No,Female,Other degree
2021,101,79,1,30,504,22600,3,0,No,Male,Other degree
2021,101,61,2,30,301,14622,1,0,No,Female,"Some college, no degree"
2021,101,42,1,10,400,71162,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,39,2,10,400,70270,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,81,2,20,201,15180,1,0,No,Female,High school graduate
2021,101,77,2,30,400,117055,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,2,10,501,17825,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,56,1,10,503,31776,1,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,49,2,50,201,18488,0,0,No,Female,High school graduate
2021,101,42,1,50,400,80000,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,64,2,10,400,57478,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,66,1,10,301,44514,0,0,No,Male,"Some college, no degree"
2021,103,24,1,50,301,12181,0,0,No,Male,"Some college, no degree"
2021,101,74,2,20,111,32011,0,0,No,Female,Grade 8
2021,102,23,2,10,201,18034,11,0,No,Female,High school graduate
2021,101,56,1,30,400,80633,12,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,67,1,30,202,12000,3,0,No,Male,GED or equivalent
2021,101,83,1,10,501,39746,5,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,75,2,10,501,81642,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,26,2,50,201,38395,2,0,No,Female,High school graduate
2021,101,49,1,10,201,20000,6,0,No,Male,High school graduate
2021,102,45,2,10,504,30000,5,0,No,Female,Other degree
2021,101,37,1,10,201,10267,2,0,No,Male,High school graduate
2021,102,37,2,10,115,11567,0,0,No,Female,Grade 11
2021,101,75,2,30,111,9768,2,0,No,Female,Grade 8
2021,102,68,2,20,105,10000,0,0,No,Female,Grade 2
2021,101,40,2,50,504,45412,2,0,No,Female,Other degree
2021,102,21,1,50,115,15000,0,0,No,Male,Grade 11
2021,101,23,1,50,201,42560,1,0,No,Male,High school graduate
2021,103,55,1,50,201,9840,6,0,No,Male,High school graduate
2021,101,57,1,50,201,17472,2,0,No,Male,High school graduate
2021,101,70,1,10,109,12000,3,0,No,Male,Grade 6
2021,101,81,2,20,301,14000,8,0,No,Female,"Some college, no degree"
2021,101,76,2,30,201,9768,5,0,No,Female,High school graduate
2021,101,79,2,30,201,19900,0,0,No,Female,High school graduate
2021,102,79,1,10,201,21060,0,0,No,Male,High school graduate
2021,101,82,2,20,501,86360,7,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,62,2,10,301,86171,5,0,No,Female,"Some college, no degree"
2021,102,65,1,10,301,38383,10,0,No,Male,"Some college, no degree"
2021,103,36,1,50,301,15440,3,0,No,Male,"Some college, no degree"
2021,104,32,1,50,301,24960,0,0,No,Male,"Some college, no degree"
2021,101,62,2,30,201,5646,0,0,No,Female,High school graduate
2021,101,60,2,30,301,37000,4,0,No,Female,"Some college, no degree"
2021,101,85,2,20,115,19470,0,0,No,Female,Grade 11
2021,101,70,2,30,201,30000,3,0,No,Female,High school graduate
2021,102,64,1,30,201,37000,1,0,No,Male,High school graduate
2021,101,56,1,10,400,28653,10,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,52,2,10,504,20253,0,0,No,Female,Other degree
2021,101,81,1,30,400,53392,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,50,1,10,501,60008,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,47,2,10,301,23660,0,0,No,Female,"Some college, no degree"
2021,103,20,2,50,114,8000,0,0,No,Female,Grade 10
2021,101,30,1,50,400,136200,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,62,1,30,201,58005,6,0,No,Male,High school graduate
2021,101,75,2,30,400,74706,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,34,2,10,400,6000,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,36,1,10,501,47000,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,59,1,50,301,12144,19,1,Yes,Male,"Some college, no degree"
2021,101,63,1,10,501,45013,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,63,2,10,400,45013,7,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,72,2,20,400,69000,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,2,10,301,19000,19,1,Yes,Female,"Some college, no degree"
2021,103,20,2,50,115,9619,0,0,No,Female,Grade 11
2021,101,31,2,50,301,16000,5,0,No,Female,"Some college, no degree"
2021,101,35,2,50,301,27040,3,0,No,Female,"Some college, no degree"
2021,101,51,2,10,201,4500,1,0,No,Female,High school graduate
2021,103,27,2,10,400,72228,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,1,10,111,80000,0,0,No,Male,Grade 8
2021,101,62,2,30,501,44247,5,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,44,2,30,504,65000,4,0,No,Female,Other degree
2021,102,21,1,50,114,7500,10,0,No,Male,Grade 10
2021,101,56,2,10,202,35000,2,0,No,Female,GED or equivalent
2021,102,55,1,10,201,500,6,0,No,Male,High school graduate
2021,103,34,1,50,202,44000,3,0,No,Male,GED or equivalent
2021,101,38,1,10,504,123897,0,0,No,Male,Other degree
2021,102,36,2,10,201,70397,1,0,No,Female,High school graduate
2021,101,39,1,30,400,17371,6,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,82,1,30,201,17000,2,0,No,Male,High school graduate
2021,101,66,2,10,400,271413,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,55,1,10,301,86268,0,0,No,Male,"Some college, no degree"
2021,101,71,1,20,202,22000,0,0,No,Male,GED or equivalent
2021,101,63,2,30,400,54933,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,52,2,10,501,45075,9,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,26,1,50,504,57525,9,0,No,Male,Other degree
2021,103,85,2,20,201,25326,4,0,No,Female,High school graduate
2021,104,21,2,50,115,1680,23,1,Yes,Female,Grade 11
2021,101,69,2,30,301,32200,2,0,No,Female,"Some college, no degree"
2021,101,26,1,50,301,26000,10,0,No,Male,"Some college, no degree"
2021,101,41,1,10,503,95000,2,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,38,2,50,400,99308,15,1,Yes,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,57,1,50,400,16000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,59,2,30,201,22000,3,0,No,Female,High school graduate
2021,102,60,1,40,201,20600,5,0,No,Male,High school graduate
2021,101,37,1,10,400,120075,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,37,2,10,400,75,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,57,1,10,503,45005,0,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,201,41,2,50,201,38400,5,0,No,Female,High school graduate
2021,101,60,2,10,400,138929,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,59,1,10,503,136071,0,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,52,2,10,400,31010,14,1,Yes,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,51,1,10,400,31010,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,76,2,30,301,25000,0,0,No,Female,"Some college, no degree"
2021,101,51,2,50,504,63885,0,0,No,Female,Other degree
2021,102,22,1,50,115,8000,12,0,No,Male,Grade 11
2021,103,30,2,50,400,55613,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,47,1,10,504,5640,9,0,No,Male,Other degree
2021,101,66,2,30,501,96928,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,37,2,50,201,33100,6,0,No,Female,High school graduate
2021,101,63,2,50,202,9900,9,0,No,Female,GED or equivalent
2021,101,64,1,50,201,62010,1,0,No,Male,High school graduate
2021,101,75,2,30,114,17000,8,0,No,Female,Grade 10
2021,103,57,2,50,114,25656,5,0,No,Female,Grade 10
2021,101,38,2,30,400,72265,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,54,2,30,301,52303,2,0,No,Female,"Some college, no degree"
2021,101,66,1,50,201,79524,0,0,No,Male,High school graduate
2021,101,50,2,30,504,65358,0,0,No,Female,Other degree
2021,101,51,2,30,504,15000,5,0,No,Female,Other degree
2021,101,35,2,10,504,28803,0,0,No,Female,Other degree
2021,102,49,1,10,504,108334,0,0,No,Male,Other degree
2021,101,23,2,10,301,14667,0,0,No,Female,"Some college, no degree"
2021,101,62,1,50,400,14628,6,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,25,1,50,301,28372,0,0,No,Male,"Some college, no degree"
2021,101,85,2,20,108,15605,11,0,No,Female,Grade 5
2021,101,74,1,50,504,100801,0,0,No,Male,Other degree
2021,101,57,1,20,202,10032,21,1,Yes,Male,GED or equivalent
2021,102,36,1,10,504,31200,0,0,No,Male,Other degree
2021,101,49,1,50,301,64900,0,0,No,Male,"Some college, no degree"
2021,101,37,1,10,400,80869,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,37,2,10,400,80869,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,32,1,10,400,170750,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,81,2,20,400,116558,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,76,1,10,400,56417,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,76,2,10,504,56417,0,0,No,Female,Other degree
2021,102,59,2,10,504,79040,0,0,No,Female,Other degree
2021,101,65,1,50,114,11012,9,0,No,Male,Grade 10
2021,101,85,2,20,201,48693,6,0,No,Female,High school graduate
2021,101,75,1,10,400,40000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,72,2,10,400,15000,6,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,71,1,30,503,143836,0,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,50,2,10,400,11934,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,51,1,10,503,67160,1,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,103,19,1,50,115,3045,5,0,No,Male,Grade 11
2021,101,64,2,30,301,42190,0,0,No,Female,"Some college, no degree"
2021,101,63,1,10,115,41600,0,0,No,Male,Grade 11
2021,102,53,2,10,114,37440,0,0,No,Female,Grade 10
2021,101,55,2,10,400,56000,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,21,2,50,201,12000,5,0,No,Female,High school graduate
2021,104,18,1,50,114,5500,12,0,No,Male,Grade 10
2021,105,18,2,50,114,3000,5,0,No,Female,Grade 10
2021,101,82,2,20,201,14880,3,0,No,Female,High school graduate
2021,101,75,1,10,501,93048,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,74,2,10,501,93048,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,62,1,10,301,111000,0,0,No,Male,"Some college, no degree"
2021,102,59,2,10,301,21000,3,0,No,Female,"Some college, no degree"
2021,101,36,1,50,400,52300,12,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,29,1,50,201,20000,1,0,No,Male,High school graduate
2021,101,60,2,30,400,24027,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,24,2,50,201,10000,0,0,No,Female,High school graduate
2021,101,66,2,20,301,33000,0,0,No,Female,"Some college, no degree"
2021,101,56,2,20,201,19000,0,0,No,Female,High school graduate
2021,103,27,1,50,400,15600,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,1,50,301,2500,0,0,No,Male,"Some college, no degree"
2021,101,80,2,30,201,18222,1,0,No,Female,High school graduate
2021,101,67,2,50,114,18000,0,0,No,Female,Grade 10
2021,103,48,1,50,114,8400,0,0,No,Male,Grade 10
2021,101,71,1,10,400,48500,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,65,2,10,400,48500,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,72,1,30,114,3331,0,0,No,Male,Grade 10
2021,102,41,1,30,201,45000,1,0,No,Male,High school graduate
2021,101,42,2,10,400,58000,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,46,1,10,400,40700,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,74,1,10,501,52257,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,76,2,10,301,52257,0,0,No,Female,"Some college, no degree"
2021,101,75,2,30,201,7200,0,0,No,Female,High school graduate
2021,101,48,1,10,501,111018,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,55,1,10,400,52634,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,66,1,10,504,41378,4,0,No,Male,Other degree
2021,102,85,1,20,201,32000,0,0,No,Male,High school graduate
2021,103,66,2,10,301,11400,5,0,No,Female,"Some college, no degree"
2021,101,62,1,50,400,9600,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,65,1,10,201,143595,0,0,No,Male,High school graduate
2021,102,61,2,10,201,38035,4,0,No,Female,High school graduate
2021,103,26,1,50,201,66170,8,0,No,Male,High school graduate
2021,101,85,2,20,110,2380,9,0,No,Female,Grade 7
2021,101,25,1,10,504,30576,0,0,No,Male,Other degree
2021,102,26,2,10,504,59530,0,0,No,Female,Other degree
2021,101,80,2,30,400,56650,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,56,2,30,301,20640,13,1,Yes,Female,"Some college, no degree"
2021,102,24,1,50,201,35880,0,0,No,Male,High school graduate
2021,101,41,2,10,501,81011,5,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,46,1,10,501,78036,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,40,1,10,400,125000,7,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,41,2,10,201,53000,10,0,No,Female,High school graduate
2021,102,38,1,10,201,73000,0,0,No,Male,High school graduate
2021,101,52,2,30,501,115295,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,48,2,10,116,15000,4,0,No,Female,"12th grade, no diploma"
2021,103,56,1,10,111,15000,5,0,No,Male,Grade 8
2021,101,68,1,20,201,18000,6,0,No,Male,High school graduate
2021,101,27,1,50,400,287896,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,1,30,400,18000,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,47,1,10,202,3000,4,0,No,Male,GED or equivalent
2021,102,40,2,10,504,17081,6,0,No,Female,Other degree
2021,101,54,2,30,501,80000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,35,2,50,504,127986,4,0,No,Female,Other degree
2021,102,55,2,30,504,54878,0,0,No,Female,Other degree
2021,101,41,2,50,504,40000,3,0,No,Female,Other degree
2021,101,64,2,20,301,7288,11,0,No,Female,"Some college, no degree"
2021,102,74,2,30,501,70306,10,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,38,1,10,503,80000,3,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,102,55,1,30,116,21840,1,0,No,Male,"12th grade, no diploma"
2021,101,48,1,30,504,44554,4,0,No,Male,Other degree
2021,101,68,2,30,504,14220,2,0,No,Female,Other degree
2021,102,29,2,50,201,4680,4,0,No,Female,High school graduate
2021,101,69,1,10,400,2300,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,68,2,10,202,2300,8,0,No,Female,GED or equivalent
2021,101,71,1,10,301,20977,0,0,No,Male,"Some college, no degree"
2021,102,66,2,10,301,86977,0,0,No,Female,"Some college, no degree"
2021,101,50,1,50,202,5460,0,0,No,Male,GED or equivalent
2021,102,85,2,20,201,25800,12,0,No,Female,High school graduate
2021,101,85,1,20,400,20000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,64,2,30,501,65792,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,31,2,50,201,15000,0,0,No,Female,High school graduate
2021,101,68,2,10,504,29984,0,0,No,Female,Other degree
2021,102,72,1,10,400,28966,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,49,2,30,301,35479,1,0,No,Female,"Some college, no degree"
2021,103,52,1,50,504,48000,1,0,No,Male,Other degree
2021,101,85,1,20,111,14000,13,1,Yes,Male,Grade 8
2021,102,67,1,50,201,17448,4,0,No,Male,High school graduate
2021,101,54,1,30,201,43758,14,1,Yes,Male,High school graduate
2021,101,36,2,10,400,95000,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,39,1,10,400,30000,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,77,2,10,400,84237,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,85,1,10,501,82709,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,66,1,50,400,24000,8,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,58,2,20,400,151800,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,58,1,10,400,65000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,33,2,30,504,15000,4,0,No,Female,Other degree
2021,101,66,2,30,400,47000,6,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,68,2,10,501,46700,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,71,1,10,400,46700,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,57,2,30,201,24500,0,0,No,Female,High school graduate
2021,101,32,1,50,114,9000,9,0,No,Male,Grade 10
2021,103,56,1,30,400,16151,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,66,1,10,106,5500,0,0,No,Male,Grade 3
2021,102,68,2,10,104,5500,0,0,No,Female,Grade 1
2021,101,59,1,50,113,12000,12,0,No,Male,Grade 9
2021,101,41,1,50,504,40000,1,0,No,Male,Other degree
2021,102,34,2,30,504,21357,1,0,No,Female,Other degree
2021,101,60,2,30,501,100000,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,25,1,50,501,41600,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,32,2,10,400,115128,6,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,31,1,10,501,206323,2,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,68,1,10,400,62390,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,68,2,10,504,60169,0,0,No,Female,Other degree
2021,102,65,2,30,504,58300,4,0,No,Female,Other degree
2021,101,40,1,10,301,86877,0,0,No,Male,"Some college, no degree"
2021,101,73,2,20,202,16800,0,0,No,Female,GED or equivalent
2021,101,26,2,10,501,60000,10,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,81,2,20,501,44679,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,84,2,20,201,26612,3,0,No,Female,High school graduate
2021,101,67,1,50,400,12000,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,45,2,10,400,142493,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,51,1,10,201,93050,0,0,No,Male,High school graduate
2021,104,18,2,50,201,16920,1,0,No,Female,High school graduate
2021,101,43,2,10,501,16750,7,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,44,1,10,504,95800,2,0,No,Male,Other degree
2021,101,44,2,10,400,20000,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,49,1,30,301,45000,0,0,No,Male,"Some college, no degree"
2021,101,66,2,10,501,25500,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,72,1,10,201,25500,2,0,No,Male,High school graduate
2021,102,68,2,30,113,9168,18,1,Yes,Female,Grade 9
2021,101,71,2,20,400,43586,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,80,2,20,400,33000,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,29,1,50,400,38000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,49,2,30,501,158840,8,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,22,1,50,301,22000,2,0,No,Male,"Some college, no degree"
2021,104,58,1,50,201,33100,4,0,No,Male,High school graduate
2021,101,62,2,30,301,12600,23,1,Yes,Female,"Some college, no degree"
2021,101,71,2,20,201,8420,0,0,No,Female,High school graduate
2021,101,43,1,50,301,77091,5,0,No,Male,"Some college, no degree"
2021,101,80,2,20,201,20000,0,0,No,Female,High school graduate
2021,101,82,1,10,504,1800,7,0,No,Male,Other degree
2021,102,77,2,10,504,1800,0,0,No,Female,Other degree
2021,101,23,1,50,301,24258,2,0,No,Male,"Some college, no degree"
2021,101,68,1,50,504,36483,0,0,No,Male,Other degree
2021,101,82,1,20,202,24000,5,0,No,Male,GED or equivalent
2021,102,58,1,50,400,54302,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,57,1,10,301,101510,0,0,No,Male,"Some college, no degree"
2021,101,69,1,30,201,37459,1,0,No,Male,High school graduate
2021,101,60,2,10,400,57293,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,67,1,10,400,5597,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,27,2,10,400,50000,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,40,2,10,109,14560,6,0,No,Female,Grade 6
2021,102,49,1,10,107,22880,2,0,No,Male,Grade 4
2021,103,21,1,50,201,20800,6,0,No,Male,High school graduate
2021,101,81,2,20,201,5000,12,0,No,Female,High school graduate
2021,101,45,2,50,504,55000,1,0,No,Female,Other degree
2021,101,58,2,50,102,2769,0,0,No,Female,Never attended/kindergarten only
2021,101,33,1,10,504,19997,11,0,No,Male,Other degree
2021,102,33,2,30,400,42000,10,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,2,10,501,37205,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,79,1,10,201,10950,6,0,No,Male,High school graduate
2021,101,66,1,50,400,110206,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,49,2,40,201,21000,0,0,No,Female,High school graduate
2021,102,25,2,50,301,10640,0,0,No,Female,"Some college, no degree"
2021,101,75,2,10,504,32674,0,0,No,Female,Other degree
2021,102,75,1,10,504,17674,0,0,No,Male,Other degree
2021,101,73,1,10,501,76500,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,66,2,10,503,76500,2,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,101,71,2,20,201,30547,0,0,No,Female,High school graduate
2021,101,62,1,10,501,76200,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,58,2,10,201,235811,1,0,No,Female,High school graduate
2021,101,57,1,10,503,139800,0,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,102,58,2,10,400,50623,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,24,1,50,504,8030,0,0,No,Male,Other degree
2021,102,58,1,10,400,25960,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,66,2,50,202,6000,3,0,No,Female,GED or equivalent
2021,101,60,1,30,301,38750,3,0,No,Male,"Some college, no degree"
2021,101,30,1,50,301,46020,3,0,No,Male,"Some college, no degree"
2021,102,85,2,20,301,17127,5,0,No,Female,"Some college, no degree"
2021,101,54,1,10,301,53560,2,0,No,Male,"Some college, no degree"
2021,102,46,2,10,400,56254,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,75,2,10,501,57384,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,73,1,10,400,57384,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,48,1,50,501,79000,13,1,Yes,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,43,1,50,109,15432,17,1,Yes,Male,Grade 6
2021,101,82,1,50,201,9280,0,0,No,Male,High school graduate
2021,101,66,2,30,301,103842,4,0,No,Female,"Some college, no degree"
2021,101,79,2,50,400,16917,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,2,10,400,68692,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,41,1,50,400,29486,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,42,2,30,201,8000,9,0,No,Female,High school graduate
2021,101,49,2,10,504,38113,0,0,No,Female,Other degree
2021,102,51,1,10,301,56655,2,0,No,Male,"Some college, no degree"
2021,104,18,1,50,114,5556,0,0,No,Male,Grade 10
2021,101,35,1,10,116,35300,3,0,No,Male,"12th grade, no diploma"
2021,102,24,2,10,201,300,2,0,No,Female,High school graduate
2021,101,62,2,30,202,252,16,1,Yes,Female,GED or equivalent
2021,102,84,1,30,111,19200,0,0,No,Male,Grade 8
