year,pid,age,sex,marstat,educ,inctot,k6sum,outcome,label_outcome,label_sex,label_education
2021,101,61,2,30,301,12843,2,0,No,Female,"Some college, no degree"
2021,101,69,2,20,400,85252,6,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,2,50,201,32000,3,0,No,Female,High school graduate
2021,102,39,1,40,201,42000,0,0,No,Male,High school graduate
2021,101,73,1,10,113,13752,10,0,No,Male,Grade 9
2021,102,72,2,10,114,33699,9,0,No,Female,Grade 10
2021,101,48,1,10,201,24640,0,0,No,Male,High school graduate
2021,102,44,2,10,503,24640,1,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,101,43,1,10,503,46219,2,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,70,1,10,501,75809,2,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,58,2,10,202,72452,7,0,No,Female,GED or equivalent
2021,101,37,1,50,301,43867,3,0,No,Male,"Some college, no degree"
2021,102,23,2,50,113,11880,1,0,No,Female,Grade 9
2021,101,63,2,50,301,25011,0,0,No,Female,"Some college, no degree"
2021,102,36,2,50,301,25000,3,0,No,Female,"Some college, no degree"
2021,101,45,2,10,201,31200,0,0,No,Female,High school graduate
2021,102,48,1,10,115,17800,0,0,No,Male,Grade 11
2021,103,24,1,50,301,4722,7,0,No,Male,"Some college, no degree"
2021,104,19,1,50,115,5655,1,0,No,Male,Grade 11
2021,101,66,1,40,115,13000,0,0,No,Male,Grade 11
2021,101,74,2,20,201,23220,16,1,Yes,Female,High school graduate
2021,101,75,1,10,503,61768,4,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,78,2,30,400,72885,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,66,2,10,201,43935,0,0,No,Female,High school graduate
2021,101,40,1,50,115,22750,0,0,No,Male,Grade 11
2021,102,32,2,50,114,34320,0,0,No,Female,Grade 10
2021,101,36,1,10,504,69400,3,0,No,Male,Other degree
2021,101,65,1,30,501,76866,2,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,66,1,10,202,27000,4,0,No,Male,GED or equivalent
2021,102,66,2,10,301,27000,3,0,No,Female,"Some college, no degree"
2021,101,42,2,10,400,84000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,39,1,10,504,72000,0,0,No,Male,Other degree
2021,101,80,1,30,202,29048,0,0,No,Male,GED or equivalent
2021,101,65,1,20,501,277082,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,68,1,30,400,43858,2,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,75,1,30,202,25326,0,0,No,Male,GED or equivalent
2021,101,75,1,30,400,15700,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,62,1,50,201,2605,0,0,No,Male,High school graduate
2021,201,45,1,50,400,30000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,70,1,10,301,81579,0,0,No,Male,"Some college, no degree"
2021,102,69,2,10,400,32439,7,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,43,2,40,202,51830,1,0,No,Female,GED or equivalent
2021,101,42,2,50,501,60000,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,67,2,30,504,27974,9,0,No,Female,Other degree
2021,101,43,2,50,201,7200,1,0,No,Female,High school graduate
2021,102,22,2,50,201,2300,0,0,No,Female,High school graduate
2021,101,63,2,50,201,36164,0,0,No,Female,High school graduate
2021,101,59,2,30,109,12000,4,0,No,Female,Grade 6
2021,101,45,1,50,400,85100,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,38,1,10,201,42000,2,0,No,Male,High school graduate
2021,102,40,2,10,504,5984,8,0,No,Female,Other degree
2021,101,67,2,20,111,42121,5,0,No,Female,Grade 8
2021,101,38,1,10,501,120000,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,103,25,2,50,201,23735,4,0,No,Female,High school graduate
2021,101,70,2,30,503,29255,0,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,102,49,1,50,400,120000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,38,2,10,202,30000,0,0,No,Female,GED or equivalent
2021,102,40,1,10,201,35360,0,0,No,Male,High school graduate
2021,101,65,1,10,400,47415,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,66,2,10,400,47865,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,61,1,10,400,60003,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,55,2,10,400,60003,5,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,25,1,50,400,37000,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,104,22,1,50,504,20000,9,0,No,Male,Other degree
2021,101,63,1,50,400,30750,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,25,2,50,400,62500,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,71,2,10,400,20046,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,68,1,10,503,20046,5,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,64,1,30,201,24645,11,0,No,Male,High school graduate
2021,102,30,2,10,504,34601,6,0,No,Female,Other degree
2021,103,29,2,10,201,37568,7,0,No,Female,High school graduate
2021,101,77,1,10,301,10500,0,0,No,Male,"Some college, no degree"
2021,102,74,2,10,201,10500,7,0,No,Female,High school graduate
2021,101,57,2,50,201,7800,0,0,No,Female,High school graduate
2021,101,31,2,50,301,29000,0,0,No,Female,"Some college, no degree"
2021,101,26,2,10,504,19092,6,0,No,Female,Other degree
2021,102,34,1,10,201,49104,13,1,Yes,Male,High school graduate
2021,101,73,2,20,301,40340,0,0,No,Female,"Some college, no degree"
2021,101,70,1,20,504,22872,18,1,Yes,Male,Other degree
2021,101,85,1,30,501,22703,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,52,1,10,301,58382,0,0,No,Male,"Some college, no degree"
2021,102,50,2,10,301,77450,1,0,No,Female,"Some college, no degree"
2021,101,60,2,10,201,21000,2,0,No,Female,High school graduate
2021,101,63,1,30,115,14566,4,0,No,Male,Grade 11
2021,101,72,1,30,301,19000,1,0,No,Male,"Some college, no degree"
2021,102,46,2,50,201,11000,0,0,No,Female,High school graduate
2021,104,80,1,20,111,24400,0,0,No,Male,Grade 8
2021,101,64,2,10,115,20245,5,0,No,Female,Grade 11
2021,102,67,1,10,201,33000,5,0,No,Male,High school graduate
2021,103,46,1,50,201,10800,10,0,No,Male,High school graduate
2021,102,66,1,10,201,33800,9,0,No,Male,High school graduate
2021,101,70,1,30,400,50600,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,69,2,30,501,15000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,73,2,30,501,16902,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,30,2,50,301,14108,4,0,No,Female,"Some college, no degree"
2021,101,70,2,30,501,202614,4,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,59,2,30,201,32000,0,0,No,Female,High school graduate
2021,102,81,2,50,501,31000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,65,2,20,201,89000,0,0,No,Female,High school graduate
2021,101,73,1,10,501,5476,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,68,2,10,504,5476,3,0,No,Female,Other degree
2021,101,65,2,30,201,12840,7,0,No,Female,High school graduate
2021,101,31,1,50,400,79400,13,1,Yes,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,29,1,10,201,58500,2,0,No,Male,High school graduate
2021,102,25,2,10,201,18500,2,0,No,Female,High school graduate
2021,101,76,2,40,503,48000,2,0,No,Female,"Doctoral degree (PhD, EdD)"
2021,101,73,2,50,504,30000,3,0,No,Female,Other degree
2021,101,72,1,10,400,154510,7,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,70,2,10,301,45624,2,0,No,Female,"Some college, no degree"
2021,101,68,2,10,201,16656,7,0,No,Female,High school graduate
2021,102,66,1,10,504,57598,18,1,Yes,Male,Other degree
2021,101,77,2,20,201,25000,2,0,No,Female,High school graduate
2021,102,75,1,30,301,18000,15,1,Yes,Male,"Some college, no degree"
2021,101,68,2,10,301,82000,0,0,No,Female,"Some college, no degree"
2021,102,70,2,10,400,22000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,201,52,1,50,501,12000,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,66,1,30,201,67883,5,0,No,Male,High school graduate
2021,101,76,1,10,400,34800,6,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,80,2,10,501,20400,12,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,103,78,2,20,504,15000,0,0,No,Female,Other degree
2021,104,53,2,50,504,29060,5,0,No,Female,Other degree
2021,105,50,1,50,201,47943,12,0,No,Male,High school graduate
2021,103,31,1,50,201,146820,0,0,No,Male,High school graduate
2021,101,80,2,30,301,28425,4,0,No,Female,"Some college, no degree"
2021,101,35,1,10,504,41600,0,0,No,Male,Other degree
2021,101,45,2,10,400,72619,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,48,1,10,400,72619,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,104,18,1,50,114,4119,9,0,No,Male,Grade 10
2021,101,85,2,20,201,13260,0,0,No,Female,High school graduate
2021,101,71,2,30,301,26560,13,1,Yes,Female,"Some college, no degree"
2021,101,76,1,50,400,10800,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,50,1,30,400,300673,1,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,57,2,30,201,3000,0,0,No,Female,High school graduate
2021,101,63,2,10,201,53488,6,0,No,Female,High school graduate
2021,102,66,1,10,114,32168,24,1,Yes,Male,Grade 10
2021,103,36,1,40,201,16640,0,0,No,Male,High school graduate
2021,101,69,1,10,501,36500,3,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,67,2,10,201,36500,3,0,No,Female,High school graduate
2021,101,85,2,20,400,7956,2,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,39,1,10,504,65000,1,0,No,Male,Other degree
2021,102,31,2,10,501,75000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,74,2,10,301,22761,3,0,No,Female,"Some college, no degree"
2021,102,80,1,10,301,15321,1,0,No,Male,"Some college, no degree"
2021,102,32,2,50,201,10000,16,1,Yes,Female,High school graduate
2021,101,85,1,20,501,122552,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,30,1,10,400,96879,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,76,1,20,301,48865,2,0,No,Male,"Some college, no degree"
2021,101,67,1,30,201,22000,2,0,No,Male,High school graduate
2021,101,50,1,30,504,67949,0,0,No,Male,Other degree
2021,101,68,1,20,111,7200,9,0,No,Male,Grade 8
2021,101,59,1,10,201,159010,0,0,No,Male,High school graduate
2021,101,26,2,50,504,51500,1,0,No,Female,Other degree
2021,101,61,1,40,201,15000,3,0,No,Male,High school graduate
2021,101,71,1,30,201,14604,0,0,No,Male,High school graduate
2021,101,60,2,30,202,10092,7,0,No,Female,GED or equivalent
2021,101,71,2,20,202,8400,3,0,No,Female,GED or equivalent
2021,101,46,2,10,400,25000,11,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,54,1,10,400,23000,4,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,72,1,10,501,62100,2,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,70,2,10,201,62100,2,0,No,Female,High school graduate
2021,101,73,2,30,301,8479,1,0,No,Female,"Some college, no degree"
2021,101,23,2,50,301,11860,13,1,Yes,Female,"Some college, no degree"
2021,101,54,2,30,400,25000,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,73,1,10,301,62758,1,0,No,Male,"Some college, no degree"
2021,102,70,2,10,400,18010,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,44,2,10,501,16950,4,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,48,1,10,503,163675,6,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,45,2,50,400,125000,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,78,2,30,201,16692,6,0,No,Female,High school graduate
2021,101,43,1,50,202,12000,8,0,No,Male,GED or equivalent
2021,102,73,2,20,201,100145,0,0,No,Female,High school graduate
2021,101,54,2,20,301,65000,2,0,No,Female,"Some college, no degree"
2021,102,34,1,50,202,40656,0,0,No,Male,GED or equivalent
2021,101,31,2,10,400,20020,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,38,1,10,201,20020,0,0,No,Male,High school graduate
2021,101,74,2,30,201,9840,0,0,No,Female,High school graduate
2021,101,29,1,10,400,207552,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,60,1,30,301,73060,0,0,No,Male,"Some college, no degree"
2021,102,23,2,10,504,11538,1,0,No,Female,Other degree
2021,103,60,1,30,201,14867,0,0,No,Male,High school graduate
2021,101,65,2,10,504,29930,19,1,Yes,Female,Other degree
2021,102,70,1,10,504,51862,12,0,No,Male,Other degree
2021,101,38,1,50,301,57200,0,0,No,Male,"Some college, no degree"
2021,101,72,1,10,201,46752,4,0,No,Male,High school graduate
2021,103,46,1,50,201,29640,0,0,No,Male,High school graduate
2021,104,44,1,30,113,4524,2,0,No,Male,Grade 9
2021,101,67,2,30,201,16740,4,0,No,Female,High school graduate
2021,101,51,2,40,111,42413,8,0,No,Female,Grade 8
2021,101,69,1,10,501,76642,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,69,2,10,400,76642,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,46,2,50,504,72075,2,0,No,Female,Other degree
2021,201,65,2,20,400,5367,7,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,73,1,10,301,21242,1,0,No,Male,"Some college, no degree"
2021,102,75,2,10,301,21242,0,0,No,Female,"Some college, no degree"
2021,101,55,1,10,201,34000,0,0,No,Male,High school graduate
2021,102,52,2,10,504,34000,0,0,No,Female,Other degree
2021,103,32,1,50,201,15200,0,0,No,Male,High school graduate
2021,101,62,2,20,201,13800,3,0,No,Female,High school graduate
2021,102,36,2,10,202,30000,0,0,No,Female,GED or equivalent
2021,101,56,1,20,201,8716,1,0,No,Male,High school graduate
2021,101,59,2,30,201,20628,8,0,No,Female,High school graduate
2021,101,30,1,40,116,11000,0,0,No,Male,"12th grade, no diploma"
2021,102,34,2,40,116,10600,0,0,No,Female,"12th grade, no diploma"
2021,101,67,2,20,501,100562,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,30,2,50,504,37655,0,0,No,Female,Other degree
2021,102,73,1,30,301,6240,1,0,No,Male,"Some college, no degree"
2021,101,81,1,10,201,24242,2,0,No,Male,High school graduate
2021,102,76,2,10,301,11742,3,0,No,Female,"Some college, no degree"
2021,101,51,2,50,201,15000,1,0,No,Female,High school graduate
2021,101,59,2,40,111,7200,0,0,No,Female,Grade 8
2021,101,53,1,10,504,15000,4,0,No,Male,Other degree
2021,102,46,2,10,501,160891,2,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,57,2,40,504,27005,5,0,No,Female,Other degree
2021,101,85,2,10,301,20000,5,0,No,Female,"Some college, no degree"
2021,102,85,1,10,301,20000,3,0,No,Male,"Some college, no degree"
2021,101,72,1,10,501,51392,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,74,1,20,113,10356,7,0,No,Male,Grade 9
2021,102,41,1,10,106,16800,0,0,No,Male,Grade 3
2021,103,50,1,50,113,13520,0,0,No,Male,Grade 9
2021,101,72,2,30,501,72110,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,79,1,20,504,58000,2,0,No,Male,Other degree
2021,102,50,2,50,504,27000,8,0,No,Female,Other degree
2021,101,54,1,50,400,42300,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,64,1,10,113,17677,6,0,No,Male,Grade 9
2021,102,62,2,10,202,43000,2,0,No,Female,GED or equivalent
2021,101,70,1,10,201,27576,0,0,No,Male,High school graduate
2021,101,65,2,30,109,19227,3,0,No,Female,Grade 6
2021,101,42,2,10,201,13520,3,0,No,Female,High school graduate
2021,102,42,1,10,201,62005,5,0,No,Male,High school graduate
2021,101,39,2,10,400,39,5,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,41,1,10,400,90039,3,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,401,30,1,50,400,110000,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,53,1,10,113,34200,0,0,No,Male,Grade 9
2021,101,66,2,20,301,90200,0,0,No,Female,"Some college, no degree"
2021,101,77,1,20,501,87967,0,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,56,1,30,301,87000,1,0,No,Male,"Some college, no degree"
2021,102,67,2,10,110,51168,11,0,No,Female,Grade 7
2021,101,62,2,10,501,53,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,66,1,10,116,31973,0,0,No,Male,"12th grade, no diploma"
2021,101,79,1,10,201,31100,2,0,No,Male,High school graduate
2021,102,76,2,10,113,31100,1,0,No,Female,Grade 9
2021,101,72,2,10,501,95369,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,102,72,1,10,503,187944,0,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,54,2,30,201,46876,0,0,No,Female,High school graduate
2021,102,58,2,10,109,17500,10,0,No,Female,Grade 6
2021,103,34,1,50,301,26000,2,0,No,Male,"Some college, no degree"
2021,104,20,2,50,115,7776,16,1,Yes,Female,Grade 11
2021,101,66,2,50,201,10332,6,0,No,Female,High school graduate
2021,101,65,2,10,201,4873,5,0,No,Female,High school graduate
2021,102,66,1,10,201,84873,4,0,No,Male,High school graduate
2021,102,80,1,20,501,12072,5,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,85,2,20,111,14000,0,0,No,Female,Grade 8
2021,101,78,2,30,301,26267,2,0,No,Female,"Some college, no degree"
2021,103,71,2,20,114,16304,0,0,No,Female,Grade 10
2021,101,63,2,30,201,45157,0,0,No,Female,High school graduate
2021,101,71,1,10,504,49597,3,0,No,Male,Other degree
2021,102,66,2,10,201,8655,1,0,No,Female,High school graduate
2021,102,54,2,30,202,13000,0,0,No,Female,GED or equivalent
2021,101,41,2,30,400,46100,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,61,2,30,201,14000,1,0,No,Female,High school graduate
2021,101,58,2,30,501,50000,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,103,24,2,50,504,26250,3,0,No,Female,Other degree
2021,104,20,1,50,115,12000,0,0,No,Male,Grade 11
2021,102,68,2,20,201,12000,0,0,No,Female,High school graduate
2021,101,59,2,30,113,27756,2,0,No,Female,Grade 9
2021,102,52,1,10,301,20700,10,0,No,Male,"Some college, no degree"
2021,101,62,2,30,400,40000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,62,1,30,501,153827,2,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,37,1,10,504,48000,11,0,No,Male,Other degree
2021,101,85,2,20,111,35160,4,0,No,Female,Grade 8
2021,102,57,1,30,504,14238,11,0,No,Male,Other degree
2021,101,33,1,50,501,70735,7,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,64,1,30,201,37400,0,0,No,Male,High school graduate
2021,101,71,2,50,201,47200,2,0,No,Female,High school graduate
2021,103,56,1,30,301,10680,12,0,No,Male,"Some college, no degree"
2021,101,57,1,10,400,111022,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,54,2,10,301,78013,0,0,No,Female,"Some college, no degree"
2021,103,20,2,50,115,4100,4,0,No,Female,Grade 11
2021,101,57,1,30,301,89770,1,0,No,Male,"Some college, no degree"
2021,102,39,1,50,400,40000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,73,1,20,115,14000,11,0,No,Male,Grade 11
2021,101,85,2,20,201,41555,16,1,Yes,Female,High school graduate
2021,101,46,2,50,301,18313,23,1,Yes,Female,"Some college, no degree"
2021,102,62,1,40,301,92997,11,0,No,Male,"Some college, no degree"
2021,101,55,1,10,504,125000,1,0,No,Male,Other degree
2021,101,41,2,10,201,22385,4,0,No,Female,High school graduate
2021,102,46,1,10,201,22385,3,0,No,Male,High school graduate
2021,101,79,2,30,504,37000,13,1,Yes,Female,Other degree
2021,101,51,1,40,202,45630,6,0,No,Male,GED or equivalent
2021,201,69,2,20,301,90225,0,0,No,Female,"Some college, no degree"
2021,101,69,1,30,111,12288,0,0,No,Male,Grade 8
2021,101,45,1,50,400,74450,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,49,2,10,504,74016,2,0,No,Female,Other degree
2021,101,49,2,30,400,44721,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,84,2,10,301,26474,1,0,No,Female,"Some college, no degree"
2021,101,50,1,10,504,97344,1,0,No,Male,Other degree
2021,102,37,2,10,301,78624,0,0,No,Female,"Some college, no degree"
2021,101,31,2,10,301,30000,1,0,No,Female,"Some college, no degree"
2021,102,34,1,10,201,8000,0,0,No,Male,High school graduate
2021,101,85,2,20,400,29000,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,66,2,10,400,3200,1,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,65,1,10,503,3200,1,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,41,1,10,504,27300,3,0,No,Male,Other degree
2021,102,38,2,10,301,37055,0,0,No,Female,"Some college, no degree"
2021,101,49,2,30,201,57260,3,0,No,Female,High school graduate
2021,101,47,2,30,201,9756,0,0,No,Female,High school graduate
2021,101,74,1,30,504,24000,1,0,No,Male,Other degree
2021,102,40,2,30,400,3360,16,1,Yes,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,70,2,20,201,59078,0,0,No,Female,High school graduate
2021,101,80,2,20,113,21000,0,0,No,Female,Grade 9
2021,101,67,1,30,501,89400,2,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,102,38,1,10,104,26000,0,0,No,Male,Grade 1
2021,103,19,1,50,115,22880,0,0,No,Male,Grade 11
2021,101,74,2,20,115,36255,0,0,No,Female,Grade 11
2021,101,45,1,50,109,18720,0,0,No,Male,Grade 6
2021,102,40,2,50,105,4800,0,0,No,Female,Grade 2
2021,101,38,1,10,115,24000,0,0,No,Male,Grade 11
2021,101,79,1,50,501,16385,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,56,2,30,201,10800,4,0,No,Female,High school graduate
2021,101,69,1,20,503,100399,4,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,63,2,30,202,23464,6,0,No,Female,GED or equivalent
2021,101,40,1,50,116,17350,0,0,No,Male,"12th grade, no diploma"
2021,101,49,2,50,201,9768,0,0,No,Female,High school graduate
2021,101,55,2,50,501,78000,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,69,1,50,504,53500,0,0,No,Male,Other degree
2021,201,42,1,50,201,8400,0,0,No,Male,High school graduate
2021,101,38,2,50,201,3330,0,0,No,Female,High school graduate
2021,101,79,2,20,111,15185,6,0,No,Female,Grade 8
2021,301,24,2,50,201,14040,5,0,No,Female,High school graduate
2021,101,29,1,10,301,15000,0,0,No,Male,"Some college, no degree"
2021,102,33,2,10,301,15000,0,0,No,Female,"Some college, no degree"
2021,101,69,2,10,504,22500,5,0,No,Female,Other degree
2021,102,69,1,10,201,22500,1,0,No,Male,High school graduate
2021,101,65,1,10,504,39067,18,1,Yes,Male,Other degree
2021,102,49,2,10,201,35360,4,0,No,Female,High school graduate
2021,101,73,2,20,201,14904,18,1,Yes,Female,High school graduate
2021,101,70,2,30,501,51600,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,28,1,50,400,63200,5,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,77,1,30,503,179581,2,0,No,Male,"Doctoral degree (PhD, EdD)"
2021,101,33,1,10,501,78754,1,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,65,2,30,504,93242,0,0,No,Female,Other degree
2021,101,55,1,30,202,24040,7,0,No,Male,GED or equivalent
2021,202,45,2,30,301,10400,5,0,No,Female,"Some college, no degree"
2021,101,63,2,30,504,15000,24,1,Yes,Female,Other degree
2021,101,44,1,50,111,33000,1,0,No,Male,Grade 8
2021,101,76,2,40,114,8550,0,0,No,Female,Grade 10
2021,101,62,1,30,504,51315,3,0,No,Male,Other degree
2021,101,63,1,10,301,93318,0,0,No,Male,"Some college, no degree"
2021,102,60,2,10,400,80800,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,23,1,50,301,3625,0,0,No,Male,"Some college, no degree"
2021,101,75,1,10,116,13086,3,0,No,Male,"12th grade, no diploma"
2021,103,29,1,50,201,68218,1,0,No,Male,High school graduate
2021,101,50,2,30,301,25000,5,0,No,Female,"Some college, no degree"
2021,101,65,2,20,201,32380,6,0,No,Female,High school graduate
2021,101,44,2,10,400,50000,0,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,43,1,10,501,50000,9,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,69,2,30,114,9648,0,0,No,Female,Grade 10
2021,101,44,2,10,202,32760,0,0,No,Female,GED or equivalent
2021,102,45,1,10,201,35360,0,0,No,Male,High school graduate
2021,101,61,2,30,400,9040,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,201,45,2,30,400,31279,4,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
2021,101,43,2,10,201,33966,6,0,No,Female,High school graduate
2021,102,56,1,10,504,33966,14,1,Yes,Male,Other degree
2021,101,70,2,30,501,84465,0,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,36,2,50,202,22000,0,0,No,Female,GED or equivalent
2021,102,52,2,40,115,20000,5,0,No,Female,Grade 11
2021,101,60,2,30,201,12240,19,1,Yes,Female,High school graduate
2021,102,35,1,50,301,30000,4,0,No,Male,"Some college, no degree"
2021,101,44,1,10,400,94750,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,102,42,2,10,501,12750,1,0,No,Female,"Master's degree (MA,MS,Med,MBA)"
2021,101,84,2,20,114,23328,11,0,No,Female,Grade 10
2021,101,61,1,30,201,36000,1,0,No,Male,High school graduate
2021,101,57,1,50,201,50000,0,0,No,Male,High school graduate
2021,101,33,2,10,301,25000,5,0,No,Female,"Some college, no degree"
2021,102,38,1,10,400,25000,0,0,No,Male,"Bachelor's degree (BA,AB,BS,BBA)"
2021,103,21,1,50,201,24458,4,0,No,Male,High school graduate
2021,101,41,2,50,201,30000,0,0,No,Female,High school graduate
2021,101,57,1,50,501,128526,4,0,No,Male,"Master's degree (MA,MS,Med,MBA)"
2021,101,61,1,30,301,109558,0,0,No,Male,"Some college, no degree"
2021,101,77,2,20,400,13048,3,0,No,Female,"Bachelor's degree (BA,AB,BS,BBA)"
